,OID_,pop10,Area_m2,Area_km2,BlockGp_ID,In2017Zone,Island,name
0,0,2546,478684.170359,0.478684170359,1,200,Oahu, 
1,1,1682,2740960.37224,2.74096037224,2,200,Oahu, 
2,2,1351,82578.86115739998,0.0825788611574,3,200,Oahu, 
3,3,923,138329.044315,0.138329044315,4,200,Oahu, 
4,4,3040,2074568.90856,2.07456890856,5,200,Oahu, 
5,5,2505,480542.213082,0.480542213082,6,200,Oahu, 
6,6,1127,432420.450581,0.432420450581,7,200,Oahu, 
7,7,1287,2549879.91056,2.54987991056,8,1,Oahu, 
8,8,2142,688475.002106,0.688475002106,9,1,Oahu, 
9,9,2037,673636.080459,0.673636080459,10,1,Oahu, 
10,10,1084,568906.917615,0.568906917615,11,1,Oahu, 
11,11,2402,959868.572791,0.959868572791,12,200,Oahu, 
12,12,917,545589.388068,0.545589388068,13,200,Oahu, 
13,13,1081,306384.443915,0.306384443915,14,200,Oahu, 
14,14,19,5971331.3422,5.9713313422,15,1,Oahu, 
15,15,1609,1237819.20406,1.23781920406,16,200,Oahu, 
16,16,2346,1886609.30056,1.88660930056,17,1,Oahu, 
17,17,1237,918433.617249,0.918433617249,18,1,Oahu, 
18,18,1607,1533475.10215,1.53347510215,19,200,Oahu, 
19,19,459,1203211.96536,1.20321196536,20,200,Oahu, 
20,20,3070,705644.113883,0.705644113883,21,200,Oahu, 
21,21,2194,1020573.27212,1.02057327212,22,200,Oahu, 
22,22,2029,32237242.6912,32.2372426912,23,200,Oahu, 
23,23,1090,299000.800013,0.299000800013,24,200,Oahu, 
24,24,1981,265412.325509,0.265412325509,25,200,Oahu, 
25,25,277,46923129.574,46.923129574,26,200,Oahu, 
26,26,470,7191514.4156,7.1915144156,27,200,Oahu, 
27,27,704,9017340.74109,9.01734074109,28,200,Oahu, 
28,28,4104,1630834.08562,1.63083408562,29,1,Oahu, 
29,29,2659,608338.104921,0.608338104921,30,1,Oahu, 
30,30,46,3028027.9068,3.0280279068,31,200,Oahu, 
31,31,2196,736337.259974,0.736337259974,32,200,Oahu, 
32,32,0,5793569.62458,5.79356962458,33,200,Oahu, 
33,33,1572,2291223.71777,2.29122371777,34,200,Oahu, 
34,34,1487,346490.325011,0.346490325011,35,200,Oahu, 
35,35,1849,145980.02053,0.14598002053,36,200,Oahu, 
36,36,2397,65393.055793,0.065393055793,37,200,Oahu, 
37,37,1515,49933.5886189,0.0499335886189,38,200,Oahu, 
38,38,1100,162911.055772,0.162911055772,39,200,Oahu, 
39,39,1668,85754.3089111,0.0857543089111,40,200,Oahu, 
40,40,938,1340499.43592,1.34049943592,41,1,BI, 
41,41,687,613670.516361,0.613670516361,42,1,BI, 
42,42,1365,1858110.3283,1.8581103283,43,1,BI, 
43,43,754,459957.311377,0.459957311377,44,1,BI, 
44,44,2338,2268593.74133,2.26859374133,45,1,BI, 
45,45,1086,937679.682498,0.937679682498,46,1,BI, 
46,46,1326,39984152.271,39.984152271,47,200,BI, 
47,47,1996,622645.634489,0.622645634489,48,200,Oahu, 
48,48,2329,434994.349115,0.434994349115,49,200,Oahu, 
49,49,1751,610652.128883,0.610652128883,50,200,Oahu, 
50,50,1711,313590.304986,0.313590304986,51,200,Oahu, 
51,51,2399,673656.257879,0.673656257879,52,200,Oahu, 
52,52,2169,482714.475646,0.482714475646,53,200,Oahu, 
53,53,2087,494626.511591,0.494626511591,54,200,Oahu, 
54,54,1864,107265.871834,0.107265871834,55,200,Oahu, 
55,55,1704,482526.801558,0.482526801558,56,200,Oahu, 
56,56,1989,305908.688077,0.305908688077,57,200,Oahu, 
57,57,1747,440670.26191,0.44067026191,58,200,Oahu, 
58,58,1411,207207.94347,0.20720794347,59,200,Oahu, 
59,59,1212,134245.112161,0.134245112161,60,200,Oahu, 
60,60,2084,778151.041895,0.778151041895,61,200,Oahu, 
61,61,1051,2152297.26503,2.15229726503,62,200,Oahu, 
62,62,890,245952.860706,0.245952860706,63,200,Oahu, 
63,63,609,211202.386596,0.211202386596,64,200,Oahu, 
64,64,638,486040.87864,0.48604087864,65,200,Oahu, 
65,65,1218,954847.182356,0.954847182356,66,1,Oahu, 
66,66,84,12944254.8842,12.9442548842,67,200,Oahu, 
67,67,0,2133702.80932,2.13370280932,68,1,Oahu, 
68,68,1039,955235.606632,0.955235606632,69,1,Oahu, 
69,69,866,1235055.37847,1.23505537847,70,200,Oahu, 
70,70,1730,18055423.8793,18.0554238793,71,200,Oahu, 
71,71,624,2384496.68648,2.38449668648,72,1,Oahu, 
72,72,3067,929085.286237,0.929085286237,73,200,Oahu, 
73,73,0,8308099.307799999,8.3080993078,74,200,Oahu, 
74,74,3884,1277045.15909,1.27704515909,75,200,Oahu, 
75,75,2604,605123.833595,0.605123833595,76,200,Oahu, 
76,76,3033,25017735.3884,25.0177353884,77,200,Oahu, 
77,77,5997,2259479.27024,2.25947927024,78,1,Oahu, 
78,78,2353,251052.307053,0.251052307053,79,1,Oahu, 
79,79,770,56700.0873111,0.0567000873111,80,200,Oahu, 
80,80,947,157312.04338,0.15731204338,81,200,Oahu, 
81,81,1685,381651.302151,0.381651302151,82,200,Oahu, 
82,82,2158,290793.498626,0.290793498626,83,200,Oahu, 
83,83,1044,23153293.0991,23.1532930991,84,200,Oahu, 
84,84,1730,396692.874345,0.396692874345,85,200,Oahu, 
85,85,1676,1323981.59919,1.32398159919,86,200,Oahu, 
86,86,1117,22457.5795033,0.0224575795033,87,200,Oahu, 
87,87,529,165319.984474,0.165319984474,88,200,Oahu, 
88,88,1006,219397.926654,0.219397926654,89,200,Oahu, 
89,89,2270,4460540.09825,4.46054009825,90,1,BI, 
90,90,1191,1084101.83262,1.08410183262,91,1,BI, 
91,91,1951,1795803.09622,1.79580309622,92,1,BI, 
92,92,1294,857135.5863319999,0.857135586332,93,1,BI, 
93,93,1531,945446.4178380001,0.945446417838,94,1,BI, 
94,94,655,654695.60154,0.65469560154,95,200,Oahu, 
95,95,2112,1276521.04075,1.27652104075,96,200,Oahu, 
96,96,1047,3509298.50076,3.50929850076,97,200,Oahu, 
97,97,2079,2633248.52288,2.63324852288,98,200,Oahu, 
98,98,2786,4797699.93629,4.79769993629,99,200,Oahu, 
99,99,802,348421.582374,0.348421582374,100,200,Oahu, 
100,100,1271,824565.2958449998,0.824565295845,101,200,Oahu, 
101,101,1069,337106.923066,0.337106923066,102,200,Oahu, 
102,102,560,296608.893287,0.296608893287,103,200,Oahu, 
103,103,2495,516887.541513,0.516887541513,104,200,Oahu, 
104,104,2702,2236987.09359,2.23698709359,105,200,Oahu, 
105,105,395,2221907.043,2.221907043,106,200,Oahu, 
106,106,901,935899.42063,0.93589942063,107,200,Oahu, 
107,107,1433,946235.163602,0.946235163602,108,200,Oahu, 
108,108,3021,767414.1454499998,0.76741414545,109,200,Oahu, 
109,109,3411,1332291.96799,1.33229196799,110,200,Oahu, 
110,110,1017,51135913.7783,51.1359137783,111,200,Oahu, 
111,111,2727,43536932.9884,43.5369329884,112,200,Oahu, 
112,112,858,293304.610249,0.293304610249,113,200,Oahu, 
113,113,435,185116.024691,0.185116024691,114,200,Oahu, 
114,114,1403,316313.051149,0.316313051149,115,200,Oahu, 
115,115,1151,214180.538471,0.214180538471,116,200,Oahu, 
116,116,864,285804.772646,0.285804772646,117,200,Oahu, 
117,117,2982,541198.790137,0.541198790137,118,1,Oahu, 
118,118,926,1581997.44209,1.58199744209,119,200,Oahu, 
119,119,2917,513378.28996,0.51337828996,120,1,Oahu, 
120,120,770,434949.167102,0.434949167102,121,200,Oahu, 
121,121,904,283126.082346,0.283126082346,122,200,Oahu, 
122,122,6017,5146020.17566,5.14602017566,123,200,Oahu, 
123,123,3208,945211.5922660001,0.945211592266,124,200,Oahu, 
124,124,3096,752287.4500629999,0.752287450063,125,200,Oahu, 
125,125,0,30566.0141559,0.0305660141559,126,200,Oahu, 
126,126,537,49806.669307,0.049806669307,127,200,Oahu, 
127,127,1773,318863.566545,0.318863566545,128,200,Oahu, 
128,128,1398,423377.659613,0.423377659613,129,1,Oahu, 
129,129,565,53912.7613018,0.0539127613018,130,200,Oahu, 
130,130,1273,68409.2570829,0.0684092570829,131,200,Oahu, 
131,131,867,45488.2595458,0.0454882595458,132,200,Oahu, 
132,132,1305,131572.825719,0.131572825719,133,200,Oahu, 
133,133,1235,44575.7079918,0.0445757079918,134,200,Oahu, 
134,134,1287,59423.2489143,0.0594232489143,135,200,Oahu, 
135,135,1210,35650.3213782,0.0356503213782,136,200,Oahu, 
136,136,1405,95847.723055,0.095847723055,137,200,Oahu, 
137,137,674,28482.4367789,0.0284824367789,138,200,Oahu, 
138,138,2351,55354.8083819,0.0553548083819,139,200,Oahu, 
139,139,2036,1288341.45492,1.28834145492,140,1,BI, 
140,140,2131,4623489.51103,4.62348951103,141,1,BI, 
141,141,618,344157.366543,0.344157366543,142,1,BI, 
142,142,1051,1750386.94887,1.75038694887,143,1,BI, 
143,143,2396,4003444.44418,4.00344444418,144,1,BI, 
144,144,736,7069202.9663,7.0692029663,145,1,BI, 
145,145,1181,1583404.16955,1.58340416955,146,1,BI, 
146,146,2812,20156965.8107,20.1569658107,147,1,BI, 
147,147,1412,2665315.97546,2.66531597546,148,200,BI, 
148,148,833,1835744.59406,1.83574459406,149,200,BI, 
149,149,711,185558.110269,0.185558110269,150,200,Oahu, 
150,150,1066,3377521.23463,3.37752123463,151,200,Oahu, 
151,151,2509,974201.547473,0.974201547473,152,200,Oahu, 
152,152,1286,623136.404542,0.623136404542,153,200,Oahu, 
153,153,1161,615189.801525,0.615189801525,154,200,Oahu, 
154,154,3069,4884818.38774,4.88481838774,155,200,Oahu, 
155,155,1675,1887167.15891,1.88716715891,156,200,Oahu, 
156,156,2354,86860.3620885,0.0868603620885,157,200,Oahu, 
157,157,1463,210073.610903,0.210073610903,158,200,Oahu, 
158,158,1390,222545.090048,0.222545090048,159,200,Oahu, 
159,159,1907,458977.655665,0.458977655665,160,200,Oahu, 
160,160,1755,4890126.01181,4.89012601181,161,200,Oahu, 
161,161,2513,548098.302826,0.548098302826,162,200,Oahu, 
162,162,2424,214997.281365,0.214997281365,163,200,Oahu, 
163,163,2354,184078.953979,0.184078953979,164,200,Oahu, 
164,164,985,214775.694832,0.214775694832,165,200,Oahu, 
165,165,860,153246.947124,0.153246947124,166,200,Oahu, 
166,166,2385,352226.550913,0.352226550913,167,200,Oahu, 
167,167,1101,520541.515702,0.520541515702,168,200,Oahu, 
168,168,2159,1630744.36334,1.63074436334,169,200,Oahu, 
169,169,3536,691459.840192,0.691459840192,170,200,Oahu, 
170,170,0,2286722.49459,2.28672249459,171,200,Oahu, 
171,171,1307,11694436.8345,11.6944368345,172,200,Oahu, 
172,172,0,30207892.4558,30.2078924558,173,200,Oahu, 
173,173,1634,5988973.79888,5.98897379888,174,200,Oahu, 
174,174,993,925925.095948,0.925925095948,175,200,Oahu, 
175,175,2044,3715168.64088,3.71516864088,176,200,Oahu, 
176,176,933,712514.404183,0.712514404183,177,200,Oahu, 
177,177,1463,15893.4878186,0.0158934878186,178,200,Oahu, 
178,178,2215,69402.3171358,0.0694023171358,179,200,Oahu, 
179,179,1976,132848.235387,0.132848235387,180,200,Oahu, 
180,180,1075,293276.896388,0.293276896388,181,200,Oahu, 
181,181,1663,223454.275591,0.223454275591,182,200,Oahu, 
182,182,895,385037.282743,0.385037282743,183,200,Oahu, 
183,183,1605,728272.9032919998,0.728272903292,184,200,Oahu, 
184,184,1565,1040282318.64,1040.28231864,185,200,BI, 
185,185,994,92398231.37320001,92.3982313732,186,200,BI, 
186,186,1617,41979361.367,41.979361367,187,200,BI, 
187,187,2609,65550774.9876,65.5507749876,188,1,BI, 
188,188,1026,9074848.1013,9.0748481013,189,200,BI, 
189,189,1228,140109694.208,140.109694208,190,200,BI, 
190,190,1736,11004801.6466,11.0048016466,191,200,BI, 
191,191,1262,4108613.32079,4.10861332079,192,200,BI, 
192,192,2041,554019263.27,554.01926327,193,200,BI, 
193,193,2803,378791668.184,378.791668184,194,200,BI, 
194,194,1585,3517009.20242,3.51700920242,195,1,BI, 
195,195,1174,20941109.9438,20.9411099438,196,200,BI, 
196,196,1010,91728013.6279,91.7280136279,197,200,BI, 
197,197,925,11592389.5238,11.5923895238,198,200,BI, 
198,198,1369,5868756.90466,5.86875690466,199,200,BI, 
199,199,3533,23631073.1096,23.6310731096,200,200,BI, 
200,200,3395,416915253.96,416.91525396,201,200,BI, 
201,201,2555,633815269.959,633.815269959,202,200,BI, 
202,202,2181,177471364.185,177.471364185,203,200,BI, 
203,203,1368,13607287.943,13.607287943,204,1,BI, 
204,204,1469,6349389.5237,6.3493895237,205,1,BI, 
205,205,2386,4232238.69758,4.23223869758,206,1,BI, 
206,206,1909,143058991.233,143.058991233,207,200,BI, 
207,207,1344,633100100.117,633.100100117,208,200,BI, 
208,208,1015,817371522.102,817.3715221019999,209,200,BI, 
209,209,1274,476672097.108,476.672097108,210,200,BI, 
210,210,1800,40667412.515,40.667412515,211,200,BI, 
211,211,2710,42006066.514,42.006066514,212,200,BI, 
212,212,2229,218677113.481,218.677113481,213,200,BI, 
213,213,1414,1184267950.65,1184.26795065,214,200,BI, 
214,214,2739,26095315.3332,26.0953153332,215,200,BI, 
215,215,992,1695644.46861,1.69564446861,216,1,BI, 
216,216,1207,1527436.2367,1.5274362367,217,1,BI, 
217,217,2050,286769.465239,0.286769465239,218,200,Oahu, 
218,218,847,1101144.99554,1.10114499554,219,200,Oahu, 
219,219,2269,513746.293161,0.513746293161,220,200,Oahu, 
220,220,1384,4330139.22873,4.33013922873,221,200,Oahu, 
221,221,2158,229541.424749,0.229541424749,222,200,Oahu, 
222,222,1834,2018850.5262,2.0188505262,223,200,Oahu, 
223,223,1614,5629388.73964,5.62938873964,224,200,Oahu, 
224,224,2142,17217943.8443,17.2179438443,225,200,Oahu, 
225,225,1525,2300288.86122,2.30028886122,226,200,Oahu, 
226,226,1383,342351.638727,0.342351638727,227,200,Oahu, 
227,227,1096,131205.153342,0.131205153342,228,200,Oahu, 
228,228,1274,675324.726985,0.675324726985,229,200,Oahu, 
229,229,1819,354695.006397,0.354695006397,230,200,Oahu, 
230,230,784,127628.052927,0.127628052927,231,200,Oahu, 
231,231,314,185369.111543,0.185369111543,232,200,Oahu, 
232,232,1178,516091.866446,0.516091866446,233,200,Oahu, 
233,233,1541,4507180.97076,4.50718097076,234,200,Oahu, 
234,234,1132,595403.097838,0.595403097838,235,200,Oahu, 
235,235,913,121953.442173,0.121953442173,236,200,Oahu, 
236,236,1997,75007.9879033,0.0750079879033,237,200,Oahu, 
237,237,2415,1174951.84623,1.17495184623,238,200,Oahu, 
238,238,2146,874900.910064,0.874900910064,239,200,Oahu, 
239,239,2047,906794.262616,0.906794262616,240,200,Oahu, 
240,240,1091,293079.589558,0.293079589558,241,200,Oahu, 
241,241,1617,74416.4469315,0.0744164469315,242,200,Oahu, 
242,242,790,27479.2180229,0.0274792180229,243,200,Oahu, 
243,243,1126,61305.55897,0.06130555897,244,200,Oahu, 
244,244,1398,155782.324356,0.155782324356,245,200,Oahu, 
245,245,837,849865.0413949998,0.849865041395,246,200,Oahu, 
246,246,953,27552.0450166,0.0275520450166,247,200,Oahu, 
247,247,1916,73806.6333553,0.0738066333553,248,200,Oahu, 
248,248,1496,68352.3036702,0.0683523036702,249,200,Oahu, 
249,249,1149,63178.1117077,0.0631781117077,250,200,Oahu, 
250,250,2323,1432556.02409,1.43255602409,251,200,Oahu, 
251,251,2074,437102.546528,0.437102546528,252,200,Oahu, 
252,252,189,188910.784835,0.188910784835,253,200,Oahu, 
253,253,889,122364.828592,0.122364828592,254,200,Oahu, 
254,254,985,92279.2831153,0.0922792831153,255,200,Oahu, 
255,255,941,70272.3356031,0.0702723356031,256,200,Oahu, 
256,256,2232,749319.88156,0.74931988156,257,200,Oahu, 
257,257,2045,514257.892481,0.514257892481,258,200,Oahu, 
258,258,2271,1264527.34226,1.26452734226,259,1,Oahu, 
259,259,97,1574927.92587,1.57492792587,260,200,Oahu, 
260,260,2319,4095948.3879,4.0959483879,261,200,Oahu, 
261,261,2801,1875598.41466,1.87559841466,262,200,Oahu, 
262,262,2427,1332127.75461,1.33212775461,263,200,Oahu, 
263,263,1985,10474841.8174,10.4748418174,264,1,BI, 
264,264,2628,7587079.407619999,7.58707940762,265,1,BI, 
265,265,2359,44484457.6304,44.4844576304,266,1,BI, 
266,266,1770,15710744.3872,15.7107443872,267,1,BI, 
267,267,1631,12334475.3319,12.3344753319,268,1,BI, 
268,268,2153,21058017.9666,21.0580179666,269,1,BI, 
269,269,1200,69754917.1204,69.7549171204,270,200,BI, 
270,270,2916,41861865.1946,41.8618651946,271,1,BI, 
271,271,2990,5936297.6761,5.9362976761,272,1,BI, 
272,272,1745,30234606.2967,30.2346062967,273,200,BI, 
273,273,2954,63435066.7719,63.4350667719,274,200,BI, 
274,274,1494,456724.09117,0.45672409117,275,200,Oahu, 
275,275,1189,1447855.84345,1.44785584345,276,1,Oahu, 
276,276,2121,241459.366113,0.241459366113,277,200,Oahu, 
277,277,877,996924.317677,0.996924317677,278,200,Oahu, 
278,278,2108,16946488.9176,16.9464889176,279,200,Oahu, 
279,279,2098,973459.455639,0.973459455639,280,200,Oahu, 
280,280,1736,423377.136618,0.423377136618,281,200,Oahu, 
281,281,2157,1788688.34437,1.78868834437,282,200,Oahu, 
282,282,1632,156662.505364,0.156662505364,283,200,Oahu, 
283,283,871,190743.618181,0.190743618181,284,200,Oahu, 
284,284,1187,250123.799426,0.250123799426,285,200,Oahu, 
285,285,1182,834549.6910889999,0.834549691089,286,200,Oahu, 
286,286,1596,101640.402511,0.101640402511,287,200,Oahu, 
287,287,702,134561.740483,0.134561740483,288,200,Oahu, 
288,288,1056,97053.9183213,0.0970539183213,289,200,Oahu, 
289,289,1921,318876.557571,0.318876557571,290,200,Oahu, 
290,290,2159,104392.668126,0.104392668126,291,200,Oahu, 
291,291,1774,304809.837285,0.304809837285,292,1,Oahu, 
292,292,854,30317.7701125,0.0303177701125,293,200,Oahu, 
293,293,1240,58978.59058,0.05897859058,294,200,Oahu, 
294,294,827,84328.20378969998,0.0843282037897,295,200,Oahu, 
295,295,1525,167516.123046,0.167516123046,296,200,Oahu, 
296,296,956,55258.6250965,0.0552586250965,297,200,Oahu, 
297,297,3086,94232.5895949,0.0942325895949,298,200,Oahu, 
298,298,850,80613.8541164,0.0806138541164,299,200,Oahu, 
299,299,1446,69629.4312271,0.0696294312271,300,200,Oahu, 
300,300,1199,127910.153966,0.127910153966,301,200,Oahu, 
301,301,1010,141083.090986,0.141083090986,302,200,Oahu, 
302,302,1461,182905.434755,0.182905434755,303,200,Oahu, 
303,303,1267,143198.39467,0.14319839467,304,200,Oahu, 
304,304,1654,88727.3894256,0.0887273894256,305,200,Oahu, 
305,305,5180,1107172.82902,1.10717282902,306,200,Oahu, 
306,306,2560,1038134.20896,1.03813420896,307,200,Oahu, 
307,307,1845,206415.93993,0.20641593993,308,200,Oahu, 
308,308,3133,301820.765581,0.301820765581,309,200,Oahu, 
309,309,2794,749731.965621,0.749731965621,310,200,Oahu, 
310,310,2235,84772596.44069998,84.7725964407,311,200,Oahu, 
311,311,1665,1369343.15562,1.36934315562,312,200,Oahu, 
312,312,818,200044.148748,0.200044148748,313,200,Oahu, 
313,313,1379,1765268.4288,1.7652684288,314,200,Oahu, 
314,314,1495,748269.298075,0.748269298075,315,1,Oahu, 
315,315,2291,2496715.67432,2.49671567432,316,200,Oahu, 
316,316,2110,2472213.18696,2.47221318696,317,200,Oahu, 
317,317,754,335511.230439,0.335511230439,318,200,Oahu, 
318,318,942,634190.512797,0.634190512797,319,200,Oahu, 
319,319,577,43308812.1044,43.3088121044,320,200,BI, 
320,320,4234,1004944490.29,1004.94449029,321,200,BI, 
321,321,1658,288863608.384,288.863608384,322,200,BI, 
322,322,1713,4479505.63955,4.47950563955,323,1,BI, 
323,323,2005,2137891.72448,2.13789172448,324,1,BI, 
324,324,1896,4258644.24697,4.25864424697,325,1,BI, 
325,325,1727,4492368.00572,4.49236800572,326,200,BI, 
326,326,930,23918492.0086,23.9184920086,327,200,BI, 
327,327,382,424374.908268,0.424374908268,328,1,BI, 
328,328,1557,17868256.5764,17.8682565764,329,1,BI, 
329,329,2012,4898449.67112,4.89844967112,330,1,BI, 
330,330,2318,1727179.15106,1.72717915106,331,200,Oahu, 
331,331,1739,402296.99993,0.40229699993,332,200,Oahu, 
332,332,2316,494581.849351,0.494581849351,333,200,Oahu, 
333,333,768,169109.530832,0.169109530832,334,200,Oahu, 
334,334,1183,825008.5056659998,0.825008505666,335,200,Oahu, 
335,335,2968,398853.275059,0.398853275059,336,200,Oahu, 
336,336,661,71634.2311642,0.0716342311642,337,200,Oahu, 
337,337,1798,913923.6782040001,0.913923678204,338,200,Oahu, 
338,338,1168,483693.659854,0.483693659854,339,200,Oahu, 
339,339,1307,179385.870672,0.179385870672,340,200,Oahu, 
340,340,1363,254337.0864,0.2543370864,341,200,Oahu, 
341,341,1165,86313.40663509998,0.0863134066351,342,200,Oahu, 
342,342,2686,78829.91675459998,0.0788299167546,343,200,Oahu, 
343,343,698,3605817.87674,3.60581787674,344,200,Oahu, 
344,344,1893,99342.764262,0.099342764262,345,200,Oahu, 
345,345,1357,75437.4514996,0.0754374514996,346,200,Oahu, 
346,346,833,5457752.33457,5.45775233457,347,200,Oahu, 
347,347,1490,6313212.59573,6.31321259573,348,200,Oahu, 
348,348,889,6029877.49405,6.02987749405,349,200,Oahu, 
349,349,554,7209895.02312,7.20989502312,350,200,Oahu, 
350,350,1423,65376.2847343,0.0653762847343,351,200,Oahu, 
351,351,1202,81092.41148949998,0.0810924114895,352,200,Oahu, 
352,352,1661,161607.404403,0.161607404403,353,200,Oahu, 
353,353,1081,203722.576769,0.203722576769,354,200,Oahu, 
354,354,2304,938723.437547,0.938723437547,355,200,Oahu, 
355,355,1778,98626.5902148,0.0986265902148,356,200,Oahu, 
356,356,1074,57240.3316857,0.0572403316857,357,200,Oahu, 
357,357,2718,799979.8621539999,0.799979862154,358,200,Oahu, 
358,358,1515,401769.989234,0.401769989234,359,200,Oahu, 
359,359,709,179436.418142,0.179436418142,360,200,Oahu, 
360,360,2152,1024665.80886,1.02466580886,361,200,Oahu, 
361,361,0,20881932.7091,20.8819327091,362,200,Oahu, 
362,362,648,1417232.58807,1.41723258807,363,1,Oahu, 
363,363,1743,935111.88935,0.93511188935,364,200,Oahu, 
364,364,1069,481193.274848,0.481193274848,365,200,Oahu, 
365,365,710,263333.981054,0.263333981054,366,200,Oahu, 
366,366,1371,364197.338406,0.364197338406,367,200,Oahu, 
367,367,2713,1242289.49559,1.24228949559,368,200,Oahu, 
368,368,950,910942.264854,0.910942264854,369,200,Oahu, 
369,369,2634,1786811.17526,1.78681117526,370,1,BI, 
370,370,739,460575.447921,0.460575447921,371,1,BI, 
371,371,3946,15732562.3611,15.7325623611,372,1,BI, 
372,372,2453,4925604.49383,4.92560449383,373,1,BI, 
373,373,3771,225494166.44,225.49416644,374,200,BI, 
374,374,2605,1707007.59253,1.70700759253,375,1,BI, 
375,375,2612,84395639.466,84.395639466,376,200,BI, 
376,376,2291,737656.6180409999,0.737656618041,377,200,Oahu, 
377,377,1538,1028579.31342,1.02857931342,378,200,Oahu, 
378,378,1463,456902.182132,0.456902182132,379,200,Oahu, 
379,379,2660,3256986.13935,3.25698613935,380,200,Oahu, 
380,380,2331,446765.782864,0.446765782864,381,200,Oahu, 
381,381,1377,685166.783485,0.685166783485,382,200,Oahu, 
382,382,1411,1000576.42977,1.00057642977,383,200,Oahu, 
383,383,1356,412551.233939,0.412551233939,384,200,Oahu, 
384,384,1021,971090.922487,0.971090922487,385,1,Oahu, 
385,385,1528,368938.959654,0.368938959654,386,200,Oahu, 
386,386,2558,700713.917552,0.700713917552,387,200,Oahu, 
387,387,1578,1140148.57894,1.14014857894,388,200,Oahu, 
388,388,1023,55492.2718416,0.0554922718416,389,200,Oahu, 
389,389,819,87433.12392699998,0.087433123927,390,200,Oahu, 
390,390,655,1001683.62995,1.00168362995,391,200,Oahu, 
391,391,2309,293260.771376,0.293260771376,392,200,Oahu, 
392,392,1016,88547.488566,0.088547488566,393,200,Oahu, 
393,393,1791,73056.3170043,0.0730563170043,394,200,Oahu, 
394,394,851,103293.038405,0.103293038405,395,200,Oahu, 
395,395,1910,3251291.48853,3.25129148853,396,200,Oahu, 
396,396,956,254007.356025,0.254007356025,397,200,Oahu, 
397,397,1422,3112860.94121,3.11286094121,398,200,Oahu, 
398,398,872,160444204.486,160.444204486,399,200,Oahu, 
399,399,1662,630869.596698,0.630869596698,400,200,Oahu, 
400,400,677,283315.776491,0.283315776491,401,200,Oahu, 
401,401,1011,216844.194815,0.216844194815,402,200,Oahu, 
402,402,831,189665.359532,0.189665359532,403,200,Oahu, 
403,403,1920,1789076.85929,1.78907685929,404,200,Oahu, 
404,404,932,252537.733528,0.252537733528,405,200,Oahu, 
405,405,1525,392774.145509,0.392774145509,406,200,Oahu, 
406,406,1118,301208.83448,0.30120883448,407,200,Oahu, 
407,407,1702,62661415.92,62.66141592,408,200,Oahu, 
408,408,1065,390369.215854,0.390369215854,409,200,Oahu, 
409,409,2589,1555966.16084,1.55596616084,410,200,Oahu, 
410,410,2415,10878215.1791,10.8782151791,411,200,Oahu, 
411,411,224,101969.037615,0.101969037615,412,200,Oahu, 
412,412,82,7676842.50966,7.67684250966,413,200,Oahu, 
413,413,2229,748938.478966,0.748938478966,414,200,Oahu, 
414,414,3325,730816.386204,0.730816386204,415,1,Oahu, 
415,415,1235,1397157.8533,1.3971578533,416,200,Oahu, 
416,416,503,59168874.6348,59.1688746348,417,200,Oahu, 
417,417,3391,22340227.6598,22.3402276598,418,200,Oahu, 
418,418,1838,434005.621567,0.434005621567,419,200,Oahu, 
419,419,1680,294998113.616,294.998113616,420,200,BI, 
420,420,1519,2031410.66351,2.03141066351,421,1,BI, 
421,421,1080,71290711.1788,71.2907111788,422,200,BI, 
422,422,1406,756955.0808419999,0.756955080842,423,1,BI, 
423,423,808,751019.193263,0.751019193263,424,1,BI, 
424,424,2187,160766317.779,160.766317779,425,200,BI, 
425,425,2783,133353505.138,133.353505138,426,200,BI, 
426,426,1780,26866114.6911,26.8661146911,427,200,BI, 
