,Uid,BlockGp_ID
0,-157.13194_21.14422,779
1,-157.25780_21.14791,779
2,-157.24613_21.19028,779
3,-157.20856_21.15703,779
4,-157.21922_21.17738,779
5,-157.21093_21.17253,779
6,-157.20814_21.16662,779
7,-157.24633_21.18319,779
8,-157.24587_21.18317,779
9,-157.24543_21.18312,779
10,-157.24389_21.18321,779
11,-157.24301_21.18322,779
12,-157.22836_21.17295,779
13,-157.22915_21.17232,779
14,-157.25752_21.16708,779
15,-157.25225_21.17288,779
16,-157.23650_21.18016,779
17,-157.24170_21.18236,779
18,-157.23469_21.18124,779
19,-157.23121_21.17582,779
20,-157.23136_21.17679,779
21,-157.23181_21.17986,779
22,-157.23348_21.17754,779
23,-157.23346_21.17572,779
24,-157.27220_21.15726,779
25,-157.27072_21.15325,779
26,-157.26758_21.15938,779
27,-157.26660_21.15993,779
28,-157.26175_21.16380,779
29,-156.98750_21.07828,845
30,-156.98726_21.07819,845
31,-156.98642_21.07789,845
32,-156.98697_21.07781,845
33,-156.98728_21.07744,845
34,-156.98824_21.07720,845
35,-156.98806_21.07713,845
36,-156.98814_21.07745,845
37,-156.98796_21.07792,845
38,-156.98781_21.07782,845
39,-157.00002_21.08562,789
40,-157.00017_21.08539,789
41,-157.00031_21.08518,789
42,-157.00043_21.08498,789
43,-157.00078_21.08444,789
44,-157.00089_21.08427,789
45,-156.99628_21.08483,789
46,-156.99612_21.08507,789
47,-156.99580_21.08554,789
48,-156.99588_21.08630,789
49,-156.98738_21.07707,845
50,-156.98773_21.07739,845
51,-156.98855_21.07734,845
52,-156.98868_21.07753,845
53,-156.98881_21.07786,845
54,-157.10458_21.16571,779
55,-157.09902_21.16447,779
56,-157.10404_21.14645,779
57,-157.07005_21.14893,779
58,-157.07164_21.14981,779
59,-157.05835_21.17505,829
60,-157.05894_21.17629,829
61,-157.05935_21.17527,829
62,-157.05927_21.17575,829
63,-156.98901_21.07795,845
64,-156.98876_21.07856,845
65,-156.98854_21.07856,845
66,-156.99727_21.08526,789
67,-156.99738_21.08476,789
68,-156.99775_21.08421,789
69,-156.99801_21.08400,789
70,-156.99819_21.08371,789
71,-157.08150_21.15589,779
72,-157.08349_21.15446,779
73,-157.11548_21.17975,829
74,-157.11353_21.18030,829
75,-157.08203_21.18424,829
76,-157.08359_21.18458,829
77,-157.08543_21.18104,829
78,-157.06544_21.15892,779
79,-156.95489_21.06662,845
80,-156.95508_21.06664,845
81,-156.95531_21.06666,845
82,-156.95592_21.06668,845
83,-156.95629_21.06669,845
84,-156.95462_21.06733,845
85,-156.95265_21.06691,845
86,-156.95364_21.06646,845
87,-157.28756_21.14135,779
88,-157.07443_21.15027,779
89,-157.06373_21.16454,779
90,-157.07261_21.16906,829
91,-157.07323_21.17329,829
92,-157.07480_21.17363,829
93,-157.07637_21.17397,829
94,-157.07803_21.17374,829
95,-157.07948_21.17452,829
96,-157.08099_21.17490,829
97,-157.08246_21.17534,829
98,-157.06868_21.17164,829
99,-157.06922_21.16945,829
100,-157.07747_21.17752,829
101,-157.07009_21.16708,779
102,-157.07035_21.16475,779
103,-157.07058_21.16381,779
104,-157.07134_21.16069,779
105,-157.07103_21.15953,779
106,-157.07140_21.15960,779
107,-157.07178_21.15969,779
108,-157.07216_21.15976,779
109,-157.07218_21.16387,779
110,-157.07375_21.16420,779
111,-157.07646_21.16490,779
112,-157.07593_21.16877,779
113,-157.07941_21.16132,779
114,-157.08003_21.16555,779
115,-157.08252_21.16217,779
116,-157.08066_21.16978,779
117,-157.08318_21.16622,779
118,-156.86999_21.05081,787
119,-156.87096_21.05074,787
120,-157.00100_21.08410,789
121,-157.00110_21.08394,789
122,-157.00130_21.08364,789
123,-157.00150_21.08333,789
124,-157.00160_21.08317,789
125,-157.00170_21.08302,789
126,-157.00180_21.08287,789
127,-157.00210_21.08241,789
128,-157.00220_21.08225,789
129,-157.00227_21.08189,789
130,-157.00318_21.08174,789
131,-157.00341_21.08185,789
132,-157.00309_21.08224,789
133,-157.09556_21.14667,779
134,-157.12755_21.14364,779
135,-157.11619_21.15212,829
136,-157.09711_21.16406,779
137,-157.10089_21.16492,779
138,-157.07593_21.15079,779
139,-157.07827_21.15148,779
140,-157.06701_21.15771,779
141,-157.06861_21.15797,779
142,-157.07200_21.15066,779
143,-157.07194_21.15851,779
144,-157.07360_21.15888,779
145,-157.07527_21.15923,779
146,-157.07867_21.15249,779
147,-157.08341_21.15778,779
148,-157.08080_21.15855,779
149,-157.08163_21.16030,779
150,-157.08261_21.16087,779
151,-157.09087_21.16281,779
152,-157.09301_21.16322,779
153,-157.09674_21.15794,779
154,-157.08416_21.16128,779
155,-157.08933_21.16006,779
156,-157.09575_21.15778,779
157,-157.08719_21.15855,779
158,-157.08086_21.15942,779
159,-157.08181_21.15376,779
160,-157.08184_21.15496,779
161,-156.95257_21.06707,845
162,-156.95249_21.06722,845
163,-156.95242_21.06738,845
164,-156.95232_21.06753,845
165,-156.95223_21.06776,845
166,-156.95193_21.06780,845
167,-156.95166_21.06782,845
168,-156.95161_21.06765,845
169,-156.95186_21.06738,845
170,-156.95204_21.06722,845
171,-156.95180_21.06721,845
172,-156.95155_21.06727,845
173,-156.95156_21.06707,845
174,-156.95165_21.06681,845
175,-156.95186_21.06677,845
176,-156.95207_21.06684,845
177,-156.95225_21.06609,845
178,-156.95207_21.06601,845
179,-156.95362_21.06737,845
180,-156.94586_21.07134,845
181,-156.93975_21.07173,845
182,-156.76197_21.09679,787
183,-156.76287_21.09747,787
184,-156.76363_21.09848,787
185,-157.00741_21.16127,829
186,-157.00769_21.16119,829
187,-157.05891_21.17517,829
188,-157.06179_21.17893,829
189,-157.06326_21.18022,829
190,-157.06483_21.18059,829
191,-157.05941_21.17631,829
192,-157.05985_21.17731,829
193,-157.06076_21.17765,829
194,-157.06090_21.17688,829
195,-157.06107_21.17648,829
196,-157.06031_21.17636,829
197,-157.05991_21.17547,829
198,-157.00697_21.16215,829
199,-157.00687_21.16186,829
200,-157.00669_21.16195,829
201,-157.00653_21.16204,829
202,-157.00676_21.16228,829
203,-157.00675_21.16256,829
204,-157.00607_21.16231,829
205,-157.00554_21.16218,829
206,-157.00556_21.16198,829
207,-157.00579_21.16191,829
208,-157.00597_21.16181,829
209,-156.97902_21.07264,845
210,-156.97856_21.07244,845
211,-156.97779_21.07208,845
212,-156.97743_21.07189,845
213,-156.98923_21.07688,845
214,-156.98888_21.07686,845
215,-157.06210_21.16463,779
216,-157.06519_21.16514,779
217,-157.06656_21.16647,779
218,-157.06882_21.16369,779
219,-157.04613_21.16245,829
220,-157.06121_21.17479,829
221,-157.06346_21.17201,829
222,-157.06472_21.17397,829
223,-157.06586_21.17588,829
224,-157.04328_21.16448,829
225,-157.00406_21.16160,829
226,-157.00311_21.16169,829
227,-157.00333_21.16198,829
228,-157.00368_21.16239,829
229,-157.00388_21.16229,829
230,-157.00425_21.16210,829
231,-157.00443_21.16201,829
232,-157.00631_21.16162,829
233,-157.00647_21.16153,829
234,-157.00520_21.16214,829
235,-157.00529_21.16230,829
236,-157.00547_21.16261,829
237,-157.00556_21.16277,829
238,-156.99814_21.08295,789
239,-157.00460_21.16186,829
240,-157.00488_21.16254,829
241,-157.00408_21.16278,829
242,-157.00419_21.16303,829
243,-157.00376_21.16340,829
244,-157.00434_21.16375,829
245,-157.00416_21.16344,829
246,-157.00483_21.16353,829
247,-157.00476_21.16333,829
248,-157.00469_21.16316,829
249,-157.00555_21.16355,829
250,-157.00567_21.16376,829
251,-157.00578_21.16396,829
252,-157.00556_21.16401,829
253,-157.00538_21.16370,829
254,-157.00522_21.16378,829
255,-157.00540_21.16409,829
256,-157.00491_21.16393,829
257,-157.00509_21.16424,829
258,-157.00481_21.16418,829
259,-157.00414_21.16427,829
260,-157.00435_21.16454,829
261,-157.00459_21.16481,829
262,-157.00489_21.16479,829
263,-157.00547_21.16464,829
264,-157.00592_21.16462,829
265,-157.00575_21.16438,829
266,-157.00603_21.16426,829
267,-157.00616_21.16454,829
268,-157.00505_21.16292,829
269,-157.05414_21.17199,829
270,-157.06280_21.16713,829
271,-157.06308_21.16722,829
272,-157.06338_21.16727,829
273,-157.06367_21.16735,829
274,-157.05438_21.17224,829
275,-157.05462_21.17249,829
276,-157.05489_21.17273,829
277,-157.05513_21.17299,829
278,-157.03023_21.09296,845
279,-157.03305_21.09458,845
280,-157.03387_21.09496,845
281,-157.07721_21.18321,829
282,-157.07877_21.18354,829
283,-157.07478_21.17968,829
284,-157.06762_21.17599,829
285,-157.07008_21.17262,829
286,-157.07129_21.17273,829
287,-157.07016_21.17654,829
288,-157.07045_21.17660,829
289,-157.07074_21.17666,829
290,-157.07104_21.17672,829
291,-157.07133_21.17679,829
292,-157.08469_21.16657,779
293,-157.08606_21.16793,779
294,-157.08786_21.16719,779
295,-157.08844_21.17135,779
296,-157.09097_21.16782,779
297,-157.09252_21.16821,779
298,-157.09504_21.16464,779
299,-157.07518_21.16508,779
300,-157.03453_21.09521,845
301,-157.02861_21.09604,845
302,-157.03177_21.09674,845
303,-157.03387_21.09658,845
304,-157.04190_21.09985,845
305,-157.04395_21.10145,845
306,-157.04702_21.10328,845
307,-157.04836_21.10315,845
308,-157.04870_21.10500,845
309,-157.04969_21.10587,845
310,-157.04145_21.10320,845
311,-157.04297_21.10333,845
312,-157.04397_21.10364,845
313,-157.04511_21.10404,845
314,-157.04587_21.10469,845
315,-157.04715_21.10509,845
316,-156.99801_21.08314,789
317,-156.99752_21.08390,789
318,-156.99739_21.08409,789
319,-156.99713_21.08446,789
320,-156.99701_21.08465,789
321,-156.99687_21.08485,789
322,-156.99658_21.08527,789
323,-156.99621_21.08582,789
324,-156.99862_21.08139,789
325,-156.99822_21.08195,789
326,-156.99810_21.08214,789
327,-156.99797_21.08233,789
328,-156.99784_21.08252,789
329,-156.99772_21.08271,789
330,-156.99747_21.08308,789
331,-156.99735_21.08327,789
332,-156.99704_21.08340,789
333,-156.99692_21.08357,789
334,-156.99669_21.08381,789
335,-156.99684_21.08402,789
336,-156.99671_21.08420,789
337,-156.99658_21.08439,789
338,-156.98834_21.07849,845
339,-156.98783_21.07813,845
340,-156.98773_21.07839,845
341,-156.98755_21.07805,845
342,-156.98738_21.07798,845
343,-156.98685_21.07802,845
344,-156.98655_21.07763,845
345,-156.98645_21.07850,845
346,-156.98667_21.07856,845
347,-156.98688_21.07864,845
348,-156.98735_21.07867,845
349,-157.00588_21.16273,829
350,-157.00612_21.16270,829
351,-157.00625_21.16290,829
352,-157.06633_21.18101,829
353,-157.06786_21.18123,829
354,-157.06942_21.18156,829
355,-157.07098_21.18190,829
356,-157.07255_21.18223,829
357,-157.07566_21.18292,829
358,-156.85161_21.05797,787
359,-156.87697_21.04899,787
360,-156.87755_21.04803,787
361,-156.87726_21.04898,787
362,-156.76117_21.09520,787
363,-156.76187_21.09609,787
364,-156.76199_21.09639,787
365,-156.98789_21.07911,845
366,-156.98706_21.07882,845
367,-157.00248_21.08288,789
368,-157.00237_21.08303,789
369,-157.00226_21.08318,789
370,-157.00215_21.08333,789
371,-157.00204_21.08347,789
372,-157.00193_21.08362,789
373,-157.00161_21.08407,789
374,-157.00138_21.08437,789
375,-157.00115_21.08468,789
376,-157.00103_21.08485,789
377,-157.00090_21.08503,789
378,-157.00076_21.08522,789
379,-157.00061_21.08541,789
380,-157.00046_21.08562,789
381,-157.00030_21.08585,789
382,-157.00013_21.08608,789
383,-156.95339_21.06640,845
384,-156.95436_21.06659,845
385,-156.95454_21.06661,845
386,-156.95471_21.06662,845
387,-156.79584_21.07375,787
388,-157.09732_21.16916,779
389,-157.09888_21.16950,779
390,-157.08724_21.16317,779
391,-157.08664_21.17198,829
392,-157.08726_21.17619,829
393,-156.76241_21.09543,787
394,-156.77030_21.09000,787
395,-156.77278_21.08783,787
396,-156.77363_21.08723,787
397,-156.77535_21.08943,787
398,-156.77466_21.08658,787
399,-156.79158_21.07644,787
400,-156.79130_21.07665,787
401,-156.78955_21.07762,787
402,-156.78581_21.08057,787
403,-156.79344_21.07649,787
404,-157.00011_21.16149,829
405,-157.00730_21.16189,829
406,-157.00744_21.16210,829
407,-157.00755_21.16234,829
408,-157.00739_21.16247,829
409,-157.00715_21.16255,829
410,-157.08975_21.17270,829
411,-157.09102_21.17271,829
412,-157.09193_21.17720,829
413,-157.09363_21.17756,829
414,-157.09675_21.17823,829
415,-157.09919_21.17482,829
416,-157.09778_21.18070,829
417,-157.10038_21.17677,829
418,-157.10051_21.18298,829
419,-157.10779_21.18060,829
420,-157.10935_21.18094,829
421,-157.11091_21.18127,829
422,-157.10076_21.16599,779
423,-157.10105_21.16606,779
424,-157.10134_21.16612,779
425,-157.10163_21.16618,779
426,-157.10192_21.16624,779
427,-157.10011_21.17367,779
428,-157.09982_21.17361,779
429,-157.09953_21.17355,779
430,-157.09895_21.17342,779
431,-157.10407_21.16835,779
432,-157.10525_21.17087,829
433,-157.10681_21.17120,829
434,-157.10837_21.17153,829
435,-157.10992_21.17187,829
436,-157.11139_21.17218,829
437,-157.11328_21.17635,829
438,-157.11397_21.17349,829
439,-156.97155_21.07065,845
440,-156.96346_21.06887,845
441,-156.96478_21.06915,845
442,-156.96024_21.06768,845
443,-156.75801_21.10079,787
444,-156.75281_21.10168,787
445,-156.75338_21.10124,787
446,-157.00697_21.16247,829
447,-156.98841_21.07668,845
448,-156.98821_21.07658,845
449,-156.98719_21.07612,845
450,-156.98801_21.07649,845
451,-156.97832_21.07236,845
452,-156.97811_21.07225,845
453,-156.98953_21.07709,845
454,-156.98861_21.07676,845
455,-156.98921_21.07709,845
456,-156.98747_21.07630,845
457,-156.98760_21.07619,845
458,-156.98250_21.07395,845
459,-156.98223_21.07383,845
460,-156.98197_21.07368,845
461,-156.98025_21.07313,845
462,-156.97987_21.07299,845
463,-157.01101_21.08273,788
464,-157.01126_21.08286,788
465,-157.01151_21.08300,788
466,-157.01206_21.08326,788
467,-157.01233_21.08334,788
468,-157.01263_21.08345,788
469,-157.01290_21.08353,788
470,-157.01242_21.08416,788
471,-157.01203_21.08385,788
472,-157.01178_21.08374,788
473,-157.01152_21.08362,788
474,-157.01126_21.08350,788
475,-157.01074_21.08326,788
476,-157.01049_21.08375,788
477,-157.01075_21.08388,788
478,-157.01101_21.08400,788
479,-157.01126_21.08412,788
480,-157.01152_21.08424,788
481,-157.01177_21.08436,788
482,-157.01230_21.08440,788
483,-157.01216_21.08467,788
484,-157.00911_21.08191,789
485,-157.00945_21.08203,789
486,-157.00970_21.08213,788
487,-157.00996_21.08225,788
488,-157.01021_21.08236,788
489,-157.01049_21.08251,788
490,-157.01075_21.08262,788
491,-157.01048_21.08314,788
492,-157.01022_21.08302,788
493,-157.00996_21.08290,788
494,-157.00970_21.08278,788
495,-157.00945_21.08266,788
496,-157.00919_21.08255,788
497,-157.00883_21.08237,789
498,-157.00856_21.08282,789
499,-157.00895_21.08300,788
500,-157.00921_21.08313,788
501,-157.00946_21.08325,788
502,-157.00971_21.08337,788
503,-157.00997_21.08350,788
504,-157.01022_21.08362,788
505,-156.99849_21.08352,789
506,-156.99829_21.08336,789
507,-156.99868_21.08323,789
508,-156.99886_21.08296,789
509,-156.79552_21.07381,787
510,-156.79419_21.07601,787
511,-156.79606_21.07158,787
512,-156.80277_21.07127,787
513,-156.79589_21.07464,787
514,-156.79631_21.07147,787
515,-156.80188_21.07240,787
516,-156.79894_21.07317,787
517,-156.79790_21.07365,787
518,-156.79687_21.07364,787
519,-156.80129_21.07051,787
520,-156.80416_21.06856,787
521,-156.81570_21.06772,787
522,-156.81191_21.06909,787
523,-156.80615_21.07114,787
524,-157.08974_21.18197,829
525,-157.08573_21.18110,829
526,-157.08944_21.18190,829
527,-157.08603_21.18117,829
528,-157.08633_21.18123,829
529,-157.08662_21.18131,829
530,-156.81677_21.06774,787
531,-156.81913_21.06789,787
532,-156.82418_21.06447,787
533,-157.08914_21.18184,829
534,-157.08884_21.18177,829
535,-157.08854_21.18171,829
536,-157.05218_21.16225,779
537,-157.05414_21.16241,779
538,-157.05584_21.16296,779
539,-157.05893_21.16416,779
540,-157.06051_21.16435,779
541,-157.04439_21.16764,829
542,-157.04822_21.16631,829
543,-157.04833_21.16978,829
544,-157.04908_21.17296,829
545,-157.05332_21.17131,829
546,-157.05252_21.17614,829
547,-157.05238_21.17824,829
548,-157.05504_21.17902,829
549,-157.05141_21.16901,829
550,-157.04883_21.17107,829
551,-157.05693_21.16391,779
552,-157.06987_21.15940,779
553,-157.06251_21.16710,829
554,-156.95460_21.07414,845
555,-156.95216_21.07581,845
556,-156.97114_21.07420,845
557,-156.97017_21.07985,845
558,-157.04770_21.10623,845
559,-157.02962_21.09637,845
560,-157.04635_21.10278,845
561,-157.04608_21.10267,845
562,-157.04583_21.10256,845
563,-157.04557_21.10244,845
564,-157.04597_21.10339,845
565,-157.04570_21.10329,845
566,-157.04545_21.10318,845
567,-157.04518_21.10306,845
568,-157.04488_21.10293,845
569,-157.04464_21.10283,845
570,-157.04413_21.10261,845
571,-157.04383_21.10248,845
572,-157.04358_21.10238,845
573,-157.04332_21.10227,845
574,-157.04308_21.10216,845
575,-157.03017_21.09661,845
576,-157.02930_21.09873,845
577,-157.04001_21.10254,845
578,-157.04677_21.10579,845
579,-157.04750_21.10254,845
580,-157.04660_21.10606,845
581,-157.04645_21.10637,845
582,-157.04719_21.10118,845
583,-157.04016_21.09616,845
584,-157.03982_21.09696,845
585,-157.04010_21.09697,845
586,-157.04035_21.09707,845
587,-157.04063_21.09715,845
588,-157.04093_21.09725,845
589,-157.04188_21.09765,845
590,-157.04052_21.09612,845
591,-157.03809_21.09753,845
592,-157.03582_21.10003,845
593,-157.03526_21.09955,845
594,-157.00020_21.08451,789
595,-156.99968_21.08148,789
596,-156.99986_21.08156,789
597,-157.00027_21.08333,789
598,-156.99951_21.08204,789
599,-157.00076_21.08209,789
600,-156.99868_21.08279,789
601,-156.99990_21.08364,789
602,-156.99902_21.08221,789
603,-156.99990_21.08390,789
604,-156.99847_21.08307,789
605,-157.00151_21.08258,789
606,-157.00160_21.08241,789
607,-157.00140_21.08227,789
608,-157.00167_21.08206,789
609,-157.00152_21.08197,789
610,-157.00115_21.08197,789
611,-157.05291_21.11069,845
612,-157.05337_21.13140,829
613,-157.05361_21.12899,829
614,-157.01722_21.15426,829
615,-157.01594_21.15427,829
616,-157.01490_21.15391,829
617,-157.01373_21.15409,829
618,-157.03017_21.17766,829
619,-157.01318_21.14995,845
620,-157.05153_21.10787,845
621,-157.08379_21.10696,845
622,-156.94407_21.06611,845
623,-156.95134_21.06563,845
624,-156.95038_21.06695,845
625,-156.94530_21.06399,845
626,-156.99674_21.07877,789
627,-157.03532_21.10127,845
628,-157.03601_21.09966,845
629,-157.01803_21.16028,829
630,-157.01516_21.15509,829
631,-157.01420_21.15524,829
632,-157.01370_21.15546,829
633,-157.01332_21.15578,829
634,-157.02095_21.16035,829
635,-157.01953_21.16052,829
636,-157.01181_21.16460,829
637,-157.05674_21.16611,829
638,-157.00672_21.16418,829
639,-157.00980_21.15840,829
640,-157.05498_21.16531,829
641,-157.05597_21.16574,829
642,-157.05613_21.16715,829
643,-157.05181_21.16436,829
644,-157.05167_21.16492,829
645,-157.05153_21.16549,829
